PID,TurnaroundTime,WaitingTime,ResponseTime,IO Time
24,11.8637,7.41755,1.53385,0.466477
1,6.46723,4.95733,0.098324,0.299524
3,7.84007,6.84621,0.661587,0.151234
24,10.5146,7.01899,2.99596,0.469271
5,10.9619,8.33048,1.28778,0.157838
